Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SYNGR1","Synaptogyrin 1","Protein Coding","40","GC22P039350","2.06052422523499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNGR1"
"GGT6","Gamma-Glutamyltransferase 6","Protein Coding","34","GC17M004559","2.06052422523499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT6"
"SMTNL2","Smoothelin Like 2","Protein Coding","32","GC17P004583","2.06052422523499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMTNL2"
"GBA","Glucosylceramidase Beta","Protein Coding","48","GC01M155234","2.05366826057434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA"
"HTR3A","5-Hydroxytryptamine Receptor 3A","Protein Coding","45","GC11P113974","2.05366826057434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A"
"FCGRT","Fc Gamma Receptor And Transporter","Protein Coding","42","GC19P049506","2.05366826057434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGRT"
"HOXD13","Homeobox D13","Protein Coding","41","GC02P176092","2.05366826057434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD13"
"MIR30A","MicroRNA 30a","RNA Gene","20","GC06M071403","2.05366826057434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","46","GC05M180254","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9"
"CLU","Clusterin","Protein Coding","45","GC08M027596","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU"
"F13A1","Coagulation Factor XIII A Chain","Protein Coding","45","GC06M006144","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13A1"
"CALCRL","Calcitonin Receptor Like Receptor","Protein Coding","44","GC02M187341","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCRL"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","44","GC06P083719","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"BPI","Bactericidal Permeability Increasing Protein","Protein Coding","41","GC20P038304","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPI"
"OSCAR","Osteoclast Associated Ig-Like Receptor","Protein Coding","37","GC19M054094","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSCAR"
"HLA-DRB4","Major Histocompatibility Complex, Class II, DR Beta 4","Protein Coding","29","GC06Mo03851","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB4"
"MIR21","MicroRNA 21","RNA Gene","24","GC17P059841","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"MIR124-1","MicroRNA 124-1","RNA Gene","21","GC08M009903","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1"
"MIR22","MicroRNA 22","RNA Gene","21","GC17M001713","2.04398155212402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","47","GC19P048954","2.04294443130493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"PDGFRB","Platelet Derived Growth Factor Receptor Beta","Protein Coding","52","GC05M150113","2.03369975090027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB"
"FGF1","Fibroblast Growth Factor 1","Protein Coding","45","GC05M142555","2.03369975090027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","45","GC04M176683","2.03369975090027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"CDKN3","Cyclin Dependent Kinase Inhibitor 3","Protein Coding","42","GC14P054398","2.03369975090027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3"
"TTN","Titin","Protein Coding","45","GC02M178525","2.03316640853882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"BCL2L1","BCL2 Like 1","Protein Coding","45","GC20M031664","2.01247763633728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L1"
"TRPV4","Transient Receptor Potential Cation Channel Subfamily V Member 4","Protein Coding","48","GC12M109783","2.00866413116455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","52","GC07M148807","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"PGR","Progesterone Receptor","Protein Coding","47","GC11M101030","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"RHOA","Ras Homolog Family Member A","Protein Coding","46","GC03M049359","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"HNRNPA2B1","Heterogeneous Nuclear Ribonucleoprotein A2/B1","Protein Coding","44","GC07M026174","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA2B1"
"LPAR1","Lysophosphatidic Acid Receptor 1","Protein Coding","44","GC09M110873","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR1"
"MAP3K2","Mitogen-Activated Protein Kinase Kinase Kinase 2","Protein Coding","44","GC02M127298","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K2"
"PTPRT","Protein Tyrosine Phosphatase Receptor Type T","Protein Coding","43","GC20M042072","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRT"
"RNGTT","RNA Guanylyltransferase And 5'-Phosphatase","Protein Coding","41","GC06M088609","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNGTT"
"SOD3","Superoxide Dismutase 3","Protein Coding","41","GC04P024798","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"KLRB1","Killer Cell Lectin Like Receptor B1","Protein Coding","39","GC12M021098","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRB1"
"KIR2DL3","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 3","Protein Coding","36","GC19P068014","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL3"
"LCE3C","Late Cornified Envelope 3C","Protein Coding","27","GC01P152600","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE3C"
"LCE3B","Late Cornified Envelope 3B","Protein Coding","25","GC01P152613","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE3B"
"MIR17","MicroRNA 17","RNA Gene","20","GC13P091350","2.00608372688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"PMEL","Premelanosome Protein","Protein Coding","39","GC12M055954","2.00292158126831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMEL"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","41","GC11P126284","2.00188279151917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"MAPK13","Mitogen-Activated Protein Kinase 13","Protein Coding","46","GC06P083842","1.99023330211639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13"
"RIPK1","Receptor Interacting Serine/Threonine Kinase 1","Protein Coding","46","GC06P003275","1.99023330211639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK1"
"NFKBIB","NFKB Inhibitor Beta","Protein Coding","40","GC19P038899","1.99023330211639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIB"
"GRM5","Glutamate Metabotropic Receptor 5","Protein Coding","46","GC11M088504","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5"
"RASGRP1","RAS Guanyl Releasing Protein 1","Protein Coding","46","GC15M038488","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP1"
"DDX6","DEAD-Box Helicase 6","Protein Coding","44","GC11M118748","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX6"
"PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","43","GC10P006144","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3"
"PTPRM","Protein Tyrosine Phosphatase Receptor Type M","Protein Coding","43","GC18P007557","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRM"
"CARD9","Caspase Recruitment Domain Family Member 9","Protein Coding","42","GC09M136364","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD9"
"CDK5RAP2","CDK5 Regulatory Subunit Associated Protein 2","Protein Coding","41","GC09M120388","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP2"
"CEP57","Centrosomal Protein 57","Protein Coding","41","GC11P095789","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP57"
"STAG1","Stromal Antigen 1","Protein Coding","41","GC03M136336","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG1"
"MTF1","Metal Regulatory Transcription Factor 1","Protein Coding","40","GC01M037810","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTF1"
"PTTG1","PTTG1 Regulator Of Sister Chromatid Separation, Securin","Protein Coding","40","GC05P160422","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1"
"TPD52","Tumor Protein D52","Protein Coding","40","GC08M080034","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52"
"TREH","Trehalase","Protein Coding","40","GC11M118657","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"GRHL2","Grainyhead Like Transcription Factor 2","Protein Coding","39","GC08P101492","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL2"
"SIRT4","Sirtuin 4","Protein Coding","39","GC12P120291","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT4"
"SLAMF6","SLAM Family Member 6","Protein Coding","39","GC01M160454","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF6"
"ABHD6","Abhydrolase Domain Containing 6, Acylglycerol Lipase","Protein Coding","38","GC03P058238","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD6"
"ITLN1","Intelectin 1","Protein Coding","38","GC01M160876","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1"
"RABEP1","Rabaptin, RAB GTPase Binding Effector Protein 1","Protein Coding","38","GC17P005282","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABEP1"
"CLYBL","Citramalyl-CoA Lyase","Protein Coding","37","GC13P099606","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLYBL"
"FADS3","Fatty Acid Desaturase 3","Protein Coding","36","GC11M061873","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS3"
"PPIL4","Peptidylprolyl Isomerase Like 4","Protein Coding","36","GC06M149504","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL4"
"PPM1L","Protein Phosphatase, Mg2+/Mn2+ Dependent 1L","Protein Coding","36","GC03P160755","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1L"
"RNASEH2B","Ribonuclease H2 Subunit B","Protein Coding","36","GC13P050909","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2B"
"YPEL5","Yippee Like 5","Protein Coding","36","GC02P030108","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL5"
"CLNK","Cytokine Dependent Hematopoietic Cell Linker","Protein Coding","35","GC04M010491","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLNK"
"FAM124A","Family With Sequence Similarity 124 Member A","Protein Coding","34","GC13P051222","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM124A"
"PHRF1","PHD And Ring Finger Domains 1","Protein Coding","34","GC11P001742","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHRF1"
"RPP14","Ribonuclease P/MRP Subunit P14","Protein Coding","34","GC03P058295","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP14"
"TXNDC11","Thioredoxin Domain Containing 11","Protein Coding","34","GC16M011679","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC11"
"VPS37C","VPS37C Subunit Of ESCRT-I","Protein Coding","34","GC11M061130","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37C"
"DDA1","DET1 And DDB1 Associated 1","Protein Coding","33","GC19P066218","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDA1"
"NRM","Nurim","Protein Coding","33","GC06M065880","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRM"
"ACOXL","Acyl-CoA Oxidase Like","Protein Coding","32","GC02P110732","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOXL"
"AHNAK2","AHNAK Nucleoprotein 2","Protein Coding","32","GC14M104937","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK2"
"ANO8","Anoctamin 8","Protein Coding","32","GC19M017324","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO8"
"GUCY1B2","Guanylate Cyclase 1 Soluble Subunit Beta 2 (Pseudogene)","Pseudogene","31","GC13M050994","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY1B2"
"ARL14","ADP Ribosylation Factor Like GTPase 14","Protein Coding","30","GC03P160677","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL14"
"ZNF438","Zinc Finger Protein 438","Protein Coding","30","GC10M030820","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF438"
"TMEM187","Transmembrane Protein 187","Protein Coding","28","GC0XP153972","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM187"
"FLACC1","Flagellum Associated Containing Coiled-Coil Domains 1","Protein Coding","26","GC02M201423","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLACC1"
"SMIM21","Small Integral Membrane Protein 21","Protein Coding","26","GC18M075409","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM21"
"BMS1P20","BMS1 Pseudogene 20","Pseudogene","16","GC22P022298","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1P20"
"DRAIC","Downregulated RNA In Cancer, Inhibitor Of Cell Invasion And Migration","RNA Gene","15","GC15P117547","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAIC"
"LOC100506023","Uncharacterized LOC100506023","RNA Gene","11","GC01M173235","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100506023"
"LOC100506403","Uncharacterized LOC100506403","RNA Gene","10","GC21M035372","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100506403"
"HLA-S","Major Histocompatibility Complex, Class I, S (Pseudogene)","Pseudogene","9","GC06M031381","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-S"
"RPL17P22","Ribosomal Protein L17 Pseudogene 22","Pseudogene","8","GC05P056136","1.98697090148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P22"
"FLT4","Fms Related Receptor Tyrosine Kinase 4","Protein Coding","49","GC05M180607","1.98239409923553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT4"
"LAIR1","Leukocyte Associated Immunoglobulin Like Receptor 1","Protein Coding","41","GC19M054351","1.98239409923553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAIR1"
"PLOD2","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 2","Protein Coding","44","GC03M146069","1.98011493682861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD2"
"PREP","Prolyl Endopeptidase","Protein Coding","41","GC06M105277","1.98011493682861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREP"
"MIR518A1","MicroRNA 518a-1","RNA Gene","18","GC19P067345","1.98011493682861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR518A1"
"CYP17A1","Cytochrome P450 Family 17 Subfamily A Member 1","Protein Coding","47","GC10M102830","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1"
"GHSR","Growth Hormone Secretagogue Receptor","Protein Coding","45","GC03M172443","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHSR"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","42","GC02M070209","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"E2F2","E2F Transcription Factor 2","Protein Coding","40","GC01M023656","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F2"
"FCN1","Ficolin 1","Protein Coding","40","GC09M135133","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN1"
"GDF15","Growth Differentiation Factor 15","Protein Coding","40","GC19P066244","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"PDCD5","Programmed Cell Death 5","Protein Coding","38","GC19P032581","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD5"
"TIMELESS","Timeless Circadian Regulator","Protein Coding","38","GC12M056416","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMELESS"
"APLN","Apelin","Protein Coding","36","GC0XM129645","1.96416425704956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLN"
"VEGFD","Vascular Endothelial Growth Factor D","Protein Coding","32","GC0XM015345","1.962651014328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFD"
"FPR2","Formyl Peptide Receptor 2","Protein Coding","44","GC19P051752","1.95498609542847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR2"
"PPARA","Peroxisome Proliferator Activated Receptor Alpha","Protein Coding","44","GC22P046150","1.94518852233887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARA"
"PF4","Platelet Factor 4","Protein Coding","39","GC04M073980","1.94518852233887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4"
"GRN","Granulin Precursor","Protein Coding","46","GC17P044345","1.92616999149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN"
"CFH","Complement Factor H","Protein Coding","45","GC01P196621","1.92616999149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","42","GC20P050190","1.92616999149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"TCN2","Transcobalamin 2","Protein Coding","42","GC22P036867","1.92616999149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2"
"LGALS8","Galectin 8","Protein Coding","40","GC01P236518","1.92616999149323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8"
"RBP4","Retinol Binding Protein 4","Protein Coding","44","GC10M093591","1.916583776474","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP4"
"IGES","Immunoglobulin E Concentration, Serum","Genetic Locus","4","GC05U990033","1.9072904586792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGES"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","52","GC15P098648","1.89570319652557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","48","GC08M023020","1.89570319652557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B"
